,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_hidden_layer_sizes,param_max_iter,param_solver,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc
0,30.444871377944946,2.793246209289143,0.0349822998046875,0.011860778865637253,tanh,[16],500,adam,"{'activation': 'tanh', 'hidden_layer_sizes': [16], 'max_iter': 500, 'solver': 'adam'}",0.7167291089754032,0.7137970353477765,0.7179508063202475,0.7102133898028995,0.7063039582993973,0.7129988597491448,0.004281452245735688,1,0.7212901123961557,0.7165662159960906,0.7220434924254765,0.7223285551392735,0.7046750285062714,0.7173806808926536,0.006687359437967706,0.6898273648166643,0.6921950505198419,0.6934084995663486,0.689084249084249,0.6829409215657952,0.6894912171105798,0.003628796134315133,1,0.6945578231292517,0.6956729707851939,0.6982222706947323,0.6977434894418487,0.6798211091234347,0.6932035326348923,0.006823788186683489,0.7875875549763806,0.7699951132106206,0.781397621762502,0.7660856817071184,0.7701580061899332,0.7750447955693109,0.008091043662498985,1,0.7899902264212413,0.7699543899657925,0.7821306401694087,0.7844925883694412,0.7737823749796384,0.7800700439811044,0.007267409618194873,0.7354730757529663,0.7290252930289943,0.734778279849889,0.7255476704720765,0.7239320165365182,0.729751267128089,0.004691926928914222,1,0.739206645581679,0.7309313024316696,0.7377984365096134,0.7385795073325027,0.7237649030586981,0.7340561589828326,0.005944199030082821,0.7885560371882097,0.7867389406638906,0.7875816776682004,0.7851688502878729,0.7761915340175016,0.7848474079651351,0.004468456924665868,1,0.7949165997365533,0.7920405670052801,0.7951833530764896,0.7961182256759509,0.7783143981632443,0.7913146287315037,0.006641517115669368
