,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_hidden_layer_sizes,param_max_iter,param_solver,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc
0,57.25965056419373,11.026928854458061,0.11532344818115234,0.012953144375557099,tanh,[16],500,adam,"{'activation': 'tanh', 'hidden_layer_sizes': [16], 'max_iter': 500, 'solver': 'adam'}",0.7135047109456787,0.7206292892869606,0.7214726067232755,0.7160264053275948,0.7196033384709338,0.7182472701508886,0.00301130672089992,1,0.7178844056706652,0.7203344238458742,0.7236932024718284,0.7189042609650239,0.7207581188068426,0.7203148823520469,0.001975194008335803,0.6855727428975836,0.6891359625068555,0.6904571371411423,0.6905397085983993,0.6913642813703629,0.6894139665028687,0.0020489760045531613,1,0.6886661798403545,0.6887745568248352,0.6931731143506485,0.6939466938049905,0.6915748697177323,0.6912270829077122,0.0021852865341785172,0.7887635221588927,0.8038850761893683,0.8028963591950681,0.7828767521665794,0.7934163080144236,0.7943676035448665,0.008095335882400781,1,0.7953180661577608,0.8039258451472192,0.8026899309342057,0.7832528789112481,0.7969174845510724,0.7964208411403011,0.007355060415703498,0.7335569017741237,0.7421008831977665,0.7424437990749704,0.7338149107264549,0.7388831717489033,0.7381599333044437,0.0038593467406147336,1,0.7381596615407454,0.7419086468788577,0.7439224881414402,0.7359002206238944,0.7405185575507005,0.7400819149471276,0.002809243113218899,0.789797541846693,0.789780212966024,0.7915230339351507,0.7877286558370795,0.7917881154255959,0.7901235120021086,0.001462122636452056,1,0.793186942126461,0.7929293042112442,0.7955113487960692,0.7911864861855937,0.7931494242980875,0.793192701123491,0.0013763945211776659
